logFC,AveExpr,t,P.Value,adj.P.Val,B,geneset
0.94186551674006,-0.000734262963411079,44.556642723068,2.14194129318258e-24,8.78195930204858e-23,45.8925866209702,REACTOME_INTERFERON_GAMMA_SIGNALING
0.54636983191084,-0.00384083751106791,27.0400148513767,2.40537443507036e-19,4.93101759189423e-18,33.9358737948347,REACTOME_INTERFERON_SIGNALING
0.198918398631756,-0.00255871672551978,10.9576389997342,9.10006496808067e-11,1.24367554563769e-09,13.4984535062073,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
0.417618170189287,-0.00539138906579966,10.6269734645313,1.67312731092526e-10,1.71495549369839e-09,12.8696028801334,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
0.441086709326742,-0.0132194525836079,4.27020858948435,0.000270920402093714,0.00222154729716846,-1.72265719972262,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
0.257390914286134,0.00884740019025783,3.54421903528876,0.00167091351408553,0.0114179090129178,-3.51823938436165,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
0.107069148058711,-0.0070887787738442,3.46446450331748,0.00203392861670034,0.0119130104692448,-3.71013230806019,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
0.277216648534724,0.0195940891684759,3.0053245703505,0.00617321337252017,0.0302495374866097,-4.7831025022239,REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS
0.0680102152865042,-0.00225269387403726,2.97451215327679,0.00664014237510946,0.0302495374866097,-4.85282519467649,REACTOME_ADAPTIVE_IMMUNE_SYSTEM
0.0704980337382297,-0.00046451756272417,2.89309682988505,0.00804177702561139,0.0329712858050067,-5.03544809121318,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
0.0569778184032541,0.000897874417749703,2.18460968195611,0.0390298005844503,0.145474711269315,-6.50488869084232,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
0.072599563249972,0.0034333506557228,2.03330234167716,0.0533468386073849,0.182268365241898,-6.78483898547154,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
-0.131725917107001,0.0103118249502275,-1.92437405181398,0.0663737668334245,0.209332649243877,-6.97759644803124,REACTOME_DISEASES_OF_IMMUNE_SYSTEM
0.265882151331417,-0.018503339562522,1.75332290978443,0.092450342985231,0.270747433028176,-7.26437628104758,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM
0.0787957535277167,-0.00162415371417728,1.60868566252081,0.120903085375752,0.321933764725906,-7.49070549756956,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
-0.0735051069474947,0.00308068569895438,-1.55379949650674,0.13346214452773,0.321933764725906,-7.57250859276,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION
0.141298650769017,0.0199813803436655,1.55370470398238,0.133484731715619,0.321933764725906,-7.57264787765339,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA
0.132569476261994,-0.00532865898112686,1.50078098694095,0.146594898279961,0.333910601637689,-7.64932308300091,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES
-0.212894064654828,0.00614385497275301,-1.44780896634536,0.160747767773463,0.346876762037472,-7.72386199882508,REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION
-0.0422829197844068,-0.00118609291355291,-1.40936478276748,0.171691745706703,0.351968078698742,-7.77655150557652,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION
0.0561297790744121,0.0022534192791329,1.20002423307403,0.241967803816758,0.467347291266633,-8.04196774865798,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
0.0553814631483082,-6.71836351597508e-05,1.17722786091371,0.250771717265023,0.467347291266633,-8.06861261850773,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
-0.115580900769389,-0.00941439818791337,-0.988948125744157,0.332660751904635,0.593003949047393,-8.27100183067417,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS
0.0489781540008676,-0.000276616528166587,0.849997683981218,0.403816849365523,0.658416166126148,-8.39951062170994,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS
