geneset,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
REACTOME_INTERFERON_GAMMA_SIGNALING,0.499423784116256,0.41102552003934,0.433727469445281,0.432765324515337,0.47438591020088,0.536717667435435,0.506798587365913,0.45773491125862,0.470824468587943,0.422789854028352,0.483526699026197,0.512661748859875,-0.512332461175489,-0.424068385299798,-0.441878374703612,-0.481833265123225,-0.408427517942018,-0.447320496816661,-0.497311244762375,-0.554633834582835,-0.44562896002863,-0.435366937868508,-0.457222688185854,-0.553980089512291
REACTOME_INTERFERON_SIGNALING,0.278734201128854,0.182345044751344,0.28257713137826,0.27701776674939,0.229988861822688,0.321165464509255,0.328140668815071,0.23776261136254,0.215931825403801,0.285537732200019,0.268681996001913,0.324245637209093,-0.292601275842772,-0.305514650582117,-0.247526120315076,-0.267357332756175,-0.191912272205175,-0.310631873894933,-0.313958597679772,-0.26904394785789,-0.325409341347952,-0.247469280961601,-0.272034663883786,-0.280849684270608
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.0664784775800347,0.091878759088634,0.0735994103722477,0.0555666974201968,0.146113107889085,0.0909929269836607,0.0873793776054211,0.119994674838262,0.0455014417242292,0.122713788565126,0.0901567972250107,0.172430331792394,-0.0782218740125761,-0.0848645852451537,-0.065910951332083,-0.102064920200013,-0.0976098603175712,-0.0848412436673609,-0.122409235798078,-0.14128691052003,-0.155666966150487,-0.146987236141541,-0.0794996840990999,-0.0648515250127821
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.178721363816952,0.0947705575134999,0.208862906459315,0.153955983026304,0.321361766827105,0.308797033177962,0.249470208298579,0.113398074962003,-0.0558774685233104,0.2187621640267,0.292505697695599,0.356284065065418,-0.277227608249815,-0.211926787927907,-0.22713689935569,-0.185321884038405,-0.1133869442774,-0.286466288393395,-0.303950442068175,-0.249878373361464,-0.113128000515029,-0.119244445575891,-0.253839862495322,-0.228898153666826
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,0.240098389604215,0.146713746592332,0.220012788286201,0.158511223633443,0.489094558838076,0.0742745233085839,0.419962548804385,-0.0362940922217535,0.649125984804767,0.270307925525347,-0.536989105450491,0.393068333232054,-0.189164457171927,-0.283912146206157,-0.380933830900753,-0.343242494574782,0.16516038370582,-0.192332426802777,-0.179547707653091,-0.287043904197812,-0.291644816428092,-0.294698897095214,-0.644207976413314,0.11641458677435
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.11795526463129,0.0318115963864045,-0.0603613066850376,0.398076675792525,-0.116733821548892,0.263210706711782,0.199728586699179,0.38210671536431,0.456886873137842,-0.0450426244531912,-0.0333395715577723,0.0562151935214567,-0.217720562573389,-0.111924400881547,0.147158996627573,-0.0161677521659083,-0.354998881350956,-0.215237073136003,-0.113224757009231,-0.16306175994967,-0.0662938417124373,0.0442994916357863,0.0388166836708805,-0.409822826588805
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-0.0105435575873862,0.0887205566467894,-0.0199646966495242,0.0490503010988015,0.15248559257871,0.0793658389517233,-0.00739014742171212,0.0178434086241266,0.0173172042209311,-0.0178667110400878,0.164585171157646,0.0437465824861192,-0.0277399985676132,-0.101399057362313,-0.156210442204461,0.0598573515599675,-0.05126499627145,0.00388018356841552,-0.0473780487162859,-0.253017917498043,-0.0319060282519684,-0.063377089968037,-0.0117723861347341,-0.0471518037918762
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,0.263942073822192,0.0723522805970689,0.184913114573499,0.338163697665825,0.253475392069506,-0.0203393606429159,0.202781144331026,0.264504613792712,-0.362848624109571,0.130880212616951,0.0828092865323725,0.48779512998139,0.0340915993633248,0.0181346268574731,0.0585456329610735,-0.0604877585842016,-0.527388852007196,0.0216230094395048,0.0188213184511526,-0.516135060358929,-0.101714786760458,-0.0930522698673449,-0.498710489599657,0.218102208918623
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,-0.0152548164836348,0.014315445897129,0.0190788866509116,0.0224388797074075,0.0493898925242742,0.0524938120887472,0.0471601046731259,0.0715794667401072,-0.0320932431974875,0.0255231403371009,0.0947063611095263,0.0316910351833705,-0.0903717005867658,0.0453974831070378,-0.11942958526282,0.0619448890977985,-0.108989098907781,-0.0124012832341397,-0.0713251202372781,-0.0119345106576416,-0.0877085137964701,-0.0418969187064331,-0.0258765577775061,0.0274972987545264
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,-0.0119959608314201,0.0920279248204194,0.0611491095825981,-0.0126040843499001,0.0737767475754408,0.0292593815542431,0.0163154825504905,0.0419954947661129,0.038811934250967,0.0232900461192312,0.0701013322083304,-0.00471341656982516,-0.0974928136843135,0.0466887108829384,-0.067129581666827,0.0503016167258371,-0.149354500990241,-0.0898118878135599,-0.0731713350205046,0.0406738824685735,-0.0865247126996982,-0.0137576923993337,-0.0289078049610926,0.0399237059761535
